Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,species,Confidence
9c957a6d6a0dc57563071aa0d1c2f2d7,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999656
1ce89b5068e5c0c31a58fccf0b196503,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999018
f7818427bdfb6b83eb5772b566a8c5d8,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999436
3ba0c371367cfa4d2c97fe318b8e252a,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999627
6a462f8dd6cbf910e8fc9f13201e158d,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999303
d4f5c8d3fd0fa1c031396733533f9cec,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999031
00c305a11475365c080514bc91147f77,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999315
f145418dc6d89ac0795f47b6ec074d28,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999046
8d55464e3500743d5676f92e4fde673b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999998842
076fd6ca1c419a9ac036319a07290f63,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999998637
10626f9d91c5f5c0793c9e80e93c5c1b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999315
747ccc5c0b36d278bf89ef65003a843f,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999998925
caa1cbc4e57d45cc0616628a71812aa5,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.99999906
cce05fc648ea4caf53fd6dc2c7743228,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999527
a895be35473e5495972dd81d0e6d6375,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999675
f7be32b5ea8e7da01bd1ea6c00a789a2,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999631
2f0bc7d2394a500c5977bdeb8eb5e057,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999784
88a1b9dc187812e2e4b23f728716a15c,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999261
0198a14019ff7316ebb4ba4ab26e719a,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999997743
614c3a85aed157a9e4340a318f416c75,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999998891
ead2a480b2284f863c1dd14cc639e682,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999407
3fdc4b6bd12346b022522f2425072212,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999807
3d6e52fbe30a52de080638d2082024f8,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999701
75dfa2bbacee1b31e3217ae53b9a3028,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999193
beaf852b9deaa84a2aaefc6addc27259,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999632
333b16b3012e64881e362bd98e6dc0f0,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999761
5062e06538d17fbe31046eee289cc523,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.99999803
70b6097803c2372c407a22602be19de5,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.99999969
5eab00f55c75b132395d9eaf7194837b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999515
3ccd40204545c1898e2aad20eb778f80,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999754
974ef8384ef6e5eec254cab1d19f5698,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.99999977
bbe9f1dc597a2ef3ba96022c56247b09,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999985897
73658f79f0bd2c6d31b1f47df438afd5,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999770047
e220e6e5af7ee7511ec33d049f619a1a,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999860912
6d46068eec6ede53cc5e94121f3731f5,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999999705
5d95c2810917416c7cb02f98b99d9f65,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999863107
9384f40e9e05d335271079fc703e7403,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999304589
b4c134a2d38ca8f3286d66b9aaebaa12,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_glucosidilyticus,0.999484977
4713350e0d2825523ff2f2e18e53193f,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_jejuensis,0.780550314
d0850fa09a74f1ae098a74cbad99df1c,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_jejuensis,0.786065656
28eafa1e31d934e1858b1e09b2d8a1b7,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_rivuli,0.999930225
29ba10c609f2a1d13a1c48e306b10324,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_rivuli,0.999987974
6f647292e88770c9d7ad7fb3fd37d8e5,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_rivuli,0.999986783
67a2f21731eae4d4bba99c472e92353e,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Pedobacter_rivuli,0.992135422
4e19815d87f3b753f7b9862c4ec8da0a,Bacteria, Firmicutes, Desulfotomaculia, Desulfotomaculales, Desulfotomaculales, Desulfurispora, Pelotomaculum_sp.,0.999996159
55ab35ed4d28ac84ffdb88c85b85bf3b,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Penicillium_thomii,0.999995789
6124efcbceeb89b1c897cce747fbaf0e,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Peredibacter_starrii,0.821780279
c4af59433bbf25eeacc2c1c273c0063a,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Peredibacter_starrii,0.82662135
f140e44ea2862b761afa3c26bcd038bf,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Peredibacter_starrii,0.896351573
8dee077aafb4f06febe0c33a69374f8d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, Phreatobacter, Phreatobacter_cathodiphilus,0.752805369
4e414c7dfc779573c85c9e0f9caba16c,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Phytophthora_agathidicida,0.892407775
cc87593e1e13d48a725f0826f78a8ff4,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Phytophthora_agathidicida,0.882355394
5aba982a549c08def769b27e9865efb5,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Phytophthora_agathidicida,0.737018728
8bda65f730ab2bde316c15852df2598d,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Phytophthora_agathidicida,0.904463418
61c901297973162caaee28a638a3d9d9,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured, Phytoplasma_sp.,0.711286515
b0d83c480a858a958dc1e9fc7f1997f9,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured, Phytoplasma_sp.,0.777097202
05353458ec32381d92a205411b411173,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula, Pirellula_sp.,0.850935329
d9ef8dc73904d8d264c7f4bf8409a308,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Sutterellaceae, AAP99, Piscinibacterium_candidicorallinum,0.884834252
dc70f3a91b084c41c0fe1baaada5a14a,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.767975894
887d9549c3ff9e4dff09f4107cf556c3,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.720801594
7d2377aac0d987a333042661064ae3e8,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.999995856
0bea21d532a01609cf8a6332910b879e,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.761600701
bad84a261ffdb95d15835ea681decb5c,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.99999798
5eb50af228b4e009246cc5efc9ecad88,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.728435467
5f71b9b54d459f5ae03a4690af6d9707,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.999994114
4ca17f9b2029e5c45d7933509f951034,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.999998276
5fbfdfb8b2e442e752af741aceb48f83,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Rhodopirellula, planctomycete_str.,0.999996437
9d6b6fac7377c342f4941121acbbf37c,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.997728907
4b79aeca6ae5074f5296b2875185f239,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.996942292
a568fde3efbc8daf4b21292f69ec708a,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.999124399
e7028d6687da17f948779a0d3e6f492e,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.999611724
acdfea79bbd5062dcd4b8b55a3c1a65a,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.998959944
2f16ac8ca32c785d79e5f87f3c679542,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.998277591
285376d2f1c655dcdbed6e818adfad49,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.999085766
8b6ae18efd20c7eef0eb000b47e127d7,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Planctopirus, Planctopirus_limnophila,0.998267325
81cec2eddec4a751a5aaee47581bc17c,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Planoglabratella_opercularis,0.854149231
d05b35172a051976f6b0cadeeff61807,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Planoglabratella_opercularis,0.77576829
edd9d9c38f84b492ea175d40df196ee4,Bacteria, Cyanobacteria, Cyanobacteriia, Leptolyngbyales, Leptolyngbyaceae, Leptolyngbya_PCC-6306, Plectolyngbya_sp.,0.928336659
8eeaf9e0ef9c3bb790aa9c601d8fb812,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Polymorphobacter, Polymorphobacter_multimanifer,0.740396313
79ef85a3987b1a9bcfe6d68d8579c8de,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Polymorphobacter, Polymorphobacter_multimanifer,0.708872367
0fdc35769b2ba30b50ad58aece701229,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.807074577
f9dea33790aa7a52ab709cb0bbb2cbcf,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.889149417
a31a081f99effaaca401cc6048b1549a,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.866077911
3b4a7e2b84cd71c44b735ff258549028,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.84403769
3b8cfd6ec70fa0f3be9220f642edf354,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.923275965
7ba99b228ab05552d49d927979e1e83b,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.92432032
1faefb74aa0580cfc78777e24c940460,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.922831379
5dfbf5f7ddbb618b2717e55ab52ebaf1,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.970319813
abdf5e99369a429653043cc0c48415f9,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.924301325
523c1a57692ffa680f7f009aa4940938,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.909736618
98cb76b8874fd7d727bbc10785bf0ebe,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.951094986
cc3183415b21987462bf17eeef4f94dd,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.959024283
4ac14d6738532bf9ba6fe15d56e1bf08,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_cosmopolitanus,0.968263689
c1429292ea3adcd289852c44df2a484f,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.922508551
b033d0adc421d846786f85f3b6f63124,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.729219346
2454b585c355a64bdee9f9e07a6f59e7,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.883965642
be51cbdaab7b97a922314589c7ed2ed6,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.729035223
dbe5b8315cb31c24446f116fdeed754a,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.932527533
69a5652563c487e3b5d333be5762f539,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.761899356
e338443ecc7df1386bdfef720162fed9,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.937355322
360d5d3633ad79c2c2c1bdec628a3242,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.854767064
95597a50cfde969fe4d8731c9559a359,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.931499307
fb87c272d4c1d3409d7f35587f7dee27,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.949665378
10dd204bab4ff92a8dca78a6d0f67e28,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.930997088
da82ef62c8ddcd61ea05e7b897db0197,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.935379171
756df76b9c108f404b42e8e961f40c53,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.949925948
ff3b096eeb38138cfed0b48facd3d2a9,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter_difficilis,0.895465321
7f86e666c6ed200e8a546467035bc6a5,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Porphyridium_aerugineum,0.999998567
34e2da2c123e01ced9f27bbf5bf8b685,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Porphyridium_aerugineum,0.999998574
cd73d47f0fab59a1a8a5da153b1f7c77,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Porphyrobacter, Porphyrobacter_sp.,0.773272079
16584a5fab2a744b288c752f2c93c9a7,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Porphyrobacter, Porphyrobacter_sp.,0.728043743
4e8f9098ee5161d06e44979ec31a76e0,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Porphyrobacter, Porphyrobacter_sp.,0.745450973
b13f0737516ffa55441ddc7de7bc59bd,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Porphyrobacter, Porphyrobacter_sp.,0.76242983
21df8351a091c95ad06a4ea4c69d55ac,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Porphyrobacter, Porphyrobacter_sp.,0.752000039
326fee9660b85833034963ad2d1134eb,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Prasiolopsis_sp.,0.999161507
bc0334fe3d5d44fec38099ce2ada9b94,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Prasiolopsis_sp.,0.99975347
9445cd7451a09e60062e89de5ce7c095,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Prasiolopsis_sp.,0.989406822
6d37e4d8da6b6c6ae64f94958b0ee240,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Prasiolopsis_sp.,0.999661728
706e763545df2663b20e8f48cee1eb23,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Prasiolopsis_sp.,0.999825175
1ecc0810ff4f4cf9e85e9552df664460,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.816665523
cac2ec449bb31515a2839f17e1d7b04f,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.821923789
5c4d314ca686195dfbe2087235ea445e,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.813725598
9713a082963c6adbddd84dcb59742ad8,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.826359763
6e765b871bcc6517861a055d0fbfb978,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.826804584
3cedfbe8741042f97277751724ce073a,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.823982371
514e8c8d03f3beaeb44cdd0df09f0994,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.814831548
e6094f5ee1bed8e6783dad768d7b9ca8,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.778347513
3e824bdd5bbb9ac979e74e011b411566,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.822865392
75e5ae91f32e6118efcbfa69ea1e1f6d,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.811288867
3a2f9d7666dd917e67d83fd9213067c5,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.7800409
a1876d1d37775ac4395ad17c0ff8b7be,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.820919991
060861a497959f7a815538238a970ad6,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.811594016
8513abc47091482ba8d259f5ed03a449,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.782383298
857c9a48ec54791b820ef0c4bc96222e,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.821975314
0a38b9d0f4f1aa4fc2837c1db84ca1cc,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.820583174
68d85455de9b200016717bb87911b39d,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.82879257
19bcb5b3d76dc2ecf2d8f45077eff720,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.825746536
8a6f50be83383de706a8604be7ff204b,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.823570391
47bd41cfd197d3a6cc9365b71ec66aff,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, Prosthecobacter_algae,0.825773592
2f6bf58c9f5ab1d3bd9ca1dca7a09e14,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_galeata,0.982648732
93edb9443540963c0a6381c00d5c848a,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_galeata,0.995351089
14e4035303bf0e384cf7c87987a7b004,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_galeata,0.987930945
9e68a27a2c63347e1f8d51b460bbb715,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_galeata,0.919874025
ca3566358b04aa53bccbd834652fa22b,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_galeata,0.944791137
f8c860617abd519427a212b24504d47f,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_galeata,0.960075189
4420e7d83b7cf5d7330d66c9f54c936d,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_minima,0.753136299
56fa216a6864b6fa0df0dcae0c519591,Bacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae, Pseudanabaena_PCC-7429, Pseudanabaena_minima,0.821597094
